Rank,Full Name,Title,Birth-Date,Death-Date,Biography,Links
181.0,Petrarch,Poet,1304,1374,"Francesco Petrarca, known as Petrarch, was an Italian scholar and poet considered the 'Father of Humanism.' His rediscovery of Cicero's letters is credited with initiating the 14th-century Renaissance. His sonnets dedicated to Laura profoundly influenced modern Italian and European literature.",https://en.wikipedia.org/wiki/Special:Search?search=Petrarch
182.0,Johannes Vermeer,Artist,1632,1675,Johannes Vermeer was a Dutch Baroque painter renowned for his masterful use of light and serene depictions of domestic life. Works like 'Girl with a Pearl Earring' are celebrated for their luminous quality. His rediscovery in the 19th century established him as a master of the Dutch Golden Age.,https://en.wikipedia.org/wiki/Special:Search?search=Johannes%20Vermeer
183.0,John F. Kennedy,Statesman,1917,1963,"John F. Kennedy was the 35th US President, whose leadership during the Cold War was defined by the Cuban Missile Crisis and the Apollo program. His vision inspired a generation toward public service. His 1963 assassination remains a profound turning point in modern history.",https://en.wikipedia.org/wiki/Special:Search?search=John%20F.%20Kennedy
184.0,Elvis Presley,Musician,1935,1977,"Elvis Presley, the 'King of Rock and Roll,' was a primary catalyst for the cultural revolution of the 1950s. By blending rhythm and blues with country and gospel, he challenged social and racial boundaries. His massive success fundamentally transformed the global music industry and youth culture.",https://en.wikipedia.org/wiki/Special:Search?search=Elvis%20Presley
185.0,Anne Frank,Writer,1929,1945,"Anne Frank was a German-Jewish girl whose diary, written while in hiding from the Nazis, became one of the world's most widely read books. Her account provided a personal face to the Holocaust and became a symbol of human resilience in the face of absolute evil.",https://en.wikipedia.org/wiki/Special:Search?search=Anne%20Frank
186.0,Spartacus,Warrior,-111,-71,"Spartacus was a Thracian gladiator who led a massive slave revolt against the Roman Republic. For two years, his army of escaped slaves defeated multiple Roman legions. His name has endured as an eternal symbol of the struggle against oppression and the human desire for freedom.",https://en.wikipedia.org/wiki/Special:Search?search=Spartacus
187.0,Pocahontas,Icon,1595,1617,"Pocahontas was a Native American woman who played a critical role in the survival of the early English settlement at Jamestown. Famous for her association with John Smith, she later traveled to England, where her life came to represent the tragic encounters between indigenous and European cultures.",https://en.wikipedia.org/wiki/Special:Search?search=Pocahontas
188.0,Ptolemy,Scientist,100,170,"Claudius Ptolemy was a Greco-Egyptian astronomer whose geocentric model dominated scientific thought for 1,400 years. His 'Almagest' provided the tools to predict planetary movements, while his 'Geography' established a system of latitude and longitude that guided cartography for centuries.",https://en.wikipedia.org/wiki/Special:Search?search=Ptolemy
189.0,Henry VIII of England,King,1491,1547,"Henry VIII was the King of England best known for his role in the separation of the Church of England from papal authority. In his quest for a male heir, he oversaw the English Reformation and the dissolution of the monasteries. His reign transformed England into a sovereign nation-state.",https://en.wikipedia.org/wiki/Special:Search?search=Henry%20VIII%20of%20England
190.0,Mary Queen of Scots,Queen,1542,1587,"Mary Stuart was Queen of Scotland and a central figure in the religious conflicts of the 16th century. Her claim to the English throne made her a constant threat to Elizabeth I, leading to 20 years of imprisonment. Her execution for treason made her a tragic martyr for the Catholic cause.",https://en.wikipedia.org/wiki/Special:Search?search=Mary%20Queen%20of%20Scots
191.0,James Cook,Explorer,1728,1779,Captain James Cook was a British explorer who led three groundbreaking voyages across the Pacific Ocean. He was the first European to map the eastern coast of Australia and the Hawaiian Islands. His meticulous charts and navigation fundamentally expanded the European understanding of world geography.,https://en.wikipedia.org/wiki/Special:Search?search=James%20Cook
192.0,Sandro Botticelli,Artist,1445,1510,Sandro Botticelli was an Italian painter of the Early Renaissance whose work captured the intellectual atmosphere of the Medici court. Masterpieces like 'The Birth of Venus' represent the height of Neo-Platonic grace. His rediscovery in the 19th century established him as a cornerstone of art history.,https://en.wikipedia.org/wiki/Special:Search?search=Sandro%20Botticelli
193.0,Paul Gauguin,Artist,1848,1903,"Paul Gauguin was a French Post-Impressionist known for his bold color and his move to French Polynesia in search of a 'primitive' life. His depictions of Tahitian people emphasized symbolism over realism, influencing modern art movements like Fauvism and Primitivism.",https://en.wikipedia.org/wiki/Special:Search?search=Paul%20Gauguin
194.0,Franz Joseph I of Austria,Emperor,1830,1916,Franz Joseph I was Emperor of Austria for 68 years during a period of immense social upheaval. He worked to preserve the multi-ethnic Habsburg Empire against rising nationalism. His ultimatum to Serbia after the assassination of his heir was the direct catalyst for World War I.,https://en.wikipedia.org/wiki/Special:Search?search=Franz%20Joseph%20I%20of%20Austria
195.0,Pericles,Statesman,-495,-429,"Pericles was the preeminent leader of Athens during its Golden Age. He championed democratic reforms and commissioned the building of the Parthenon. Under his guidance, Athens became the intellectual center of the Greek world, fostering the works of playwrights and philosophers.",https://en.wikipedia.org/wiki/Special:Search?search=Pericles
196.0,Diego Velazquez,Artist,1599,1660,Diego Velázquez was a Spanish painter and leading artist in the court of Philip IV. His masterpiece 'Las Meninas' is one of the most analyzed paintings in history. His extraordinary ability to capture the dignity and psychology of his subjects profoundly influenced later artists like Goya and Picasso.,https://en.wikipedia.org/wiki/Special:Search?search=Diego%20Velazquez
197.0,Steven Spielberg,Director,1946,2026,"Steven Spielberg is an American filmmaker whose work defined the blockbuster era of modern cinema. From 'Jaws' to 'Schindler's List,' his films combined technical innovation with profound emotion. He remains one of the most influential directors in history, exploring both popular wonder and historical tragedy.",https://en.wikipedia.org/wiki/Special:Search?search=Steven%20Spielberg
198.0,Selim II,Sultan,1524,1574,"Selim II was the Sultan of the Ottoman Empire whose reign saw the major naval defeat at Lepanto and the conquest of Cyprus. Often criticized for delegating power to his Grand Vizier, his rule marked the beginning of a shift where administration became increasingly centralized within the palace.",https://en.wikipedia.org/wiki/Special:Search?search=Selim%20II
199.0,Mark Twain,Writer,1835,1910,"Mark Twain, born Samuel Clemens, was an American writer and humorist known as the 'father of American literature.' His novels 'The Adventures of Tom Sawyer' and 'Huckleberry Finn' explored the complexities of 19th-century society. His wit and his focus on social issues made him a primary cultural icon.",https://en.wikipedia.org/wiki/Special:Search?search=Mark%20Twain
200.0,Saint Joseph,Patriarch,-90,20,"Saint Joseph was the earthly father of Jesus and the husband of Mary in the Christian tradition. He is venerated as the patron saint of workers and the universal church. His life represents the themes of humility, obedience, and the quiet dignity of labor within the biblical narrative.",https://en.wikipedia.org/wiki/Special:Search?search=Saint%20Joseph
201.0,Erasmus,Philosopher,1466,1536,"Desiderius Erasmus was a Dutch philosopher and the leading intellectual of the Northern Renaissance. His satirical 'Praise of Folly' challenged clergy corruption, while his translation of the Greek New Testament provided a foundation for the Reformation. He advocated for peaceful reform and education.",https://en.wikipedia.org/wiki/Special:Search?search=Erasmus
202.0,Hammurabi,King,-1810,-1750,"Hammurabi was the sixth king of the First Babylonian Dynasty, best known for the Code of Hammurabi, one of the earliest and most complete written legal codes. He transformed Babylon into a major power through strategic military campaigns and extensive public works.",https://en.wikipedia.org/wiki/Special:Search?search=Hammurabi
203.0,Justinian I,Emperor,482,565,"Justinian the Great was the Byzantine Emperor who sought to restore the Roman Empire by reconquering Western territories. He is best known for the 'Corpus Juris Civilis,' a codification of law that serves as the basis for many modern legal systems. He also commissioned the construction of the Hagia Sophia.",https://en.wikipedia.org/wiki/Special:Search?search=Justinian%20I
204.0,Franz Liszt,Composer,1811,1886,"Franz Liszt was a Hungarian composer and the most celebrated piano virtuoso of the 19th century. His technical skill initiated the phenomenon of 'Lisztomania,' the first instance of modern celebrity worship. He pioneered the symphonic poem and pushed the boundaries of harmonic language in music.",https://en.wikipedia.org/wiki/Special:Search?search=Franz%20Liszt
205.0,Gustav Mahler,Composer,1860,1911,"Gustav Mahler was an Austrian composer who served as a link between the late Romantic era and modernism. His massive symphonies sought to 'encompass the whole world,' exploring themes of life and death. His rediscovery in the mid-20th century established him as a visionary musical figure.",https://en.wikipedia.org/wiki/Special:Search?search=Gustav%20Mahler
206.0,John Calvin,Reformer,1509,1564,John Calvin was a French theologian and a major figure in the Protestant Reformation. He emphasized the absolute sovereignty of God and the doctrine of predestination. His work in Geneva established a model of religious governance that influenced Reformed churches globally.,https://en.wikipedia.org/wiki/Special:Search?search=John%20Calvin
207.0,Thales of Miletus,Philosopher,-624,-546,"Thales was an ancient Greek philosopher traditionally regarded as the 'father of science.' He was the first to seek natural explanations for physical phenomena, proposing that water was the fundamental substance. His attempt to understand the universe through reason initiated the Western scientific tradition.",https://en.wikipedia.org/wiki/Special:Search?search=Thales%20of%20Miletus
208.0,Agatha Christie,Writer,1890,1976,"Agatha Christie was an English writer known as the 'Queen of Crime' and the best-selling novelist of all time. Through detectives Hercule Poirot and Miss Marple, she perfected the 'whodunit' mystery. Her work has been translated into over 100 languages, defining the genre for millions of readers.",https://en.wikipedia.org/wiki/Special:Search?search=Agatha%20Christie
209.0,Saddam Hussein,Statesman,1937,2006,"Saddam Hussein was the President of Iraq whose brutal dictatorship was defined by regional conflicts, including the invasion of Kuwait. His regime was characterized by extreme repression and the use of chemical weapons. His overthrow during the 2003 U.S. invasion marked a violent chapter in modern history.",https://en.wikipedia.org/wiki/Special:Search?search=Saddam%20Hussein
210.0,Nicolae Ceausescu,Statesman,1918,1989,"Nicolae Ceaușescu was the communist dictator of Romania who presided over one of the most repressive regimes in the Eastern Bloc. Known for his cult of personality and disastrous economic policies, his violent overthrow and execution during the 1989 Revolution became a symbol of communism's collapse.",https://en.wikipedia.org/wiki/Special:Search?search=Nicolae%20Ceausescu
211.0,James K. Polk,Statesman,1795,1849,"James K. Polk was the 11th President of the United States, overseeing the greatest territorial expansion since the Louisiana Purchase. By leading the nation through the Mexican-American War, he secured California and the Southwest, fundamentally altering the map of North America.",https://en.wikipedia.org/wiki/Special:Search?search=James%20K.%20Polk
212.0,Alexander Pushkin,Writer,1799,1837,Alexander Pushkin was a Russian poet widely regarded as the founder of modern Russian literature. His use of the vernacular in works like 'Eugene Onegin' established a new national literary identity. His death in a duel over his wife's honor cemented his status as the spiritual father of Russian letters.,https://en.wikipedia.org/wiki/Special:Search?search=Alexander%20Pushkin
213.0,Alexandre Dumas,Writer,1802,1870,"Alexandre Dumas was a French author and one of the most widely read writers in history. His historical adventures, including 'The Three Musketeers' and 'The Count of Monte Cristo,' are timeless classics. His stories continue to define the epic narrative of friendship, betrayal, and revenge globally.",https://en.wikipedia.org/wiki/Special:Search?search=Alexandre%20Dumas
214.0,Friedrich Engels,Philosopher,1820,1895,Friedrich Engels was a German philosopher who co-authored 'The Communist Manifesto' with Karl Marx. He provided the financial and intellectual support that allowed Marx to complete 'Das Kapital.' His analysis of working-class conditions remains a cornerstone of Marxist social and political theory.,https://en.wikipedia.org/wiki/Special:Search?search=Friedrich%20Engels
215.0,Neil Armstrong,Astronaut,1930,2012,Neil Armstrong was an American astronaut and the first person to walk on the Moon. His 1969 Apollo 11 mission represented the absolute pinnacle of the Space Age and human exploration. His words 'one small step for man' became a global message of unity and potential for all of humanity.,https://en.wikipedia.org/wiki/Special:Search?search=Neil%20Armstrong
216.0,Nicholas II of Russia,Emperor,1868,1918,"Nicholas II was the last Emperor of Russia, whose reign was marked by military defeats and the collapse of the Russian Empire. His inability to address social inequalities led to the Revolution of 1917. His execution by the Bolsheviks signaled the definitive end of the Romanov dynasty.",https://en.wikipedia.org/wiki/Special:Search?search=Nicholas%20II%20of%20Russia
217.0,Trajan,Emperor,53,117,"Trajan was a Roman Emperor who presided over the empire's greatest territorial expansion, reaching from Britain to the Persian Gulf. Known for ambitious building projects and welfare programs, he was declared 'Optimus Princeps' (the best ruler) by the Senate. His reign represents the pinnacle of Roman power.",https://en.wikipedia.org/wiki/Special:Search?search=Trajan
218.0,Francisco Franco,Statesman,1892,1975,"Francisco Franco was a Spanish general who led Nationalist forces to victory in the Civil War and ruled as dictator for 40 years. His regime, characterized by traditionalism and repression, kept Spain isolated for decades. His death paved the way for the country's transition to democracy.",https://en.wikipedia.org/wiki/Special:Search?search=Francisco%20Franco
219.0,Johannes Brahms,Composer,1833,1897,"Johannes Brahms was a German composer of the Romantic period considered one of the 'Three Bs' of music with Bach and Beethoven. A traditionalist who championed absolute music and formal structures, his works represent the summit of 19th-century German musical craftsmanship and intellectual depth.",https://en.wikipedia.org/wiki/Special:Search?search=Johannes%20Brahms
220.0,Omar Khayyam,Polymath,1048,1131,"Omar Khayyam was a Persian polymath who made significant contributions to mathematics and astronomy, developing a solar calendar more accurate than the Gregorian one. He is best known in the West for the 'Rubaiyat,' a collection of quatrains exploring themes of love and the transient nature of life.",https://en.wikipedia.org/wiki/Special:Search?search=Omar%20Khayyam
221.0,Selim I,Sultan,1470,1520,"Selim I, 'The Grim,' was the Ottoman Sultan who doubled the empire's size by conquering the Mamluk Sultanate of Egypt. By securing control of Mecca and Medina, he established the sultans as the Caliphs of the Islamic world. His reign provided the resources for the Ottoman Golden Age.",https://en.wikipedia.org/wiki/Special:Search?search=Selim%20I
222.0,Rosa Luxemburg,Revolutionary,1871,1919,"Rosa Luxemburg was a Polish-born Marxist theorist who became a leading figure in the German socialist movement. A fierce advocate for revolutionary spontaneity and internationalism, she was a vocal critic of authoritarian tendencies. Her brutal execution made her a martyr for the cause of democratic socialism.",https://en.wikipedia.org/wiki/Special:Search?search=Rosa%20Luxemburg
223.0,Kim Il-sung,Statesman,1912,1994,"Kim Il-sung was the founder of North Korea and creator of the 'Juche' ideology of national self-reliance. His rule was characterized by a pervasive personality cult and the initiation of the Korean War. As 'Eternal President,' his family has maintained absolute control of North Korea for three generations.",https://en.wikipedia.org/wiki/Special:Search?search=Kim%20Il-sung
224.0,Bruce Lee,Athlete/Actor,1940,1973,"Bruce Lee was a Chinese-American martial artist and actor who revolutionized the depiction of Asians in Western cinema. Through films like 'Enter the Dragon,' he became a global icon of physical discipline. His impact on martial arts and popular culture transcends his short life, making him a symbol of cultural crossover.",https://en.wikipedia.org/wiki/Special:Search?search=Bruce%20Lee
225.0,Karl Lagerfeld,Designer,1933,2019,"Karl Lagerfeld was a German fashion designer and the creative director of Chanel for over three decades. Widely regarded as the most influential figure in modern luxury, he revitalized classic brands and transformed fashion shows into global events. His creative vision redefined the modern fashion icon.",https://en.wikipedia.org/wiki/Special:Search?search=Karl%20Lagerfeld
226.0,Giuseppe Garibaldi,Statesman,1807,1882,"Giuseppe Garibaldi was an Italian general who played a central role in the 'Risorgimento,' the movement for Italian unification. Leading his army of 'Redshirts,' he conquered Sicily and Naples to form a unified Kingdom of Italy. He remains a symbol of the struggle for liberty and national identity.",https://en.wikipedia.org/wiki/Special:Search?search=Giuseppe%20Garibaldi
227.0,Andrew the Apostle,Apostle,6,60,"Andrew was one of the twelve original disciples of Jesus and the brother of Simon Peter. Traditionally regarded as the first-called apostle, he is credited with spreading Christianity around the Black Sea and Greece. His martyrdom on an X-shaped cross became a central symbol in Christian art.",https://en.wikipedia.org/wiki/Special:Search?search=Andrew%20the%20Apostle
228.0,Mother Teresa,Humanitarian,1910,1997,Mother Teresa was an Albanian-Indian nun who founded the Missionaries of Charity to serve 'the poorest of the poor' in Calcutta. Her selfless dedication earned her the Nobel Peace Prize and turned her into a global symbol of compassion. She was canonized as a saint for her tireless efforts.,https://en.wikipedia.org/wiki/Special:Search?search=Mother%20Teresa
229.0,Robert Schumann,Composer,1810,1856,"Robert Schumann was a German composer and leading figure of the early Romantic movement. Known for deeply personal piano music and Lieder, his work often explored the boundaries of psychological state. His tragic battle with mental illness underscored the romantic ideal of the 'suffering artist.'",https://en.wikipedia.org/wiki/Special:Search?search=Robert%20Schumann
230.0,Henri Matisse,Artist,1869,1954,"Henri Matisse was a revolutionary French artist who defined the developmental movements in the visual arts of the early 20th century. Initially labeled a 'Fauve' for his expressive use of color, he later developed a style that emphasized simplified forms. His work fundamentally changed the course of modern painting and sculpture.",https://en.wikipedia.org/wiki/Special:Search?search=Henri%20Matisse
231.0,Empress Elisabeth of Austria,Empress,1837,1898,"Elisabeth, known as Sisi, was the Empress of Austria celebrated for her beauty and her complex, independent spirit. She famously struggled against the rigid constraints of the Habsburg court, becoming a symbol of individuality. Her deep affection for Hungary left a lasting political impact on Central Europe.",https://en.wikipedia.org/wiki/Special:Search?search=Empress%20Elisabeth%20of%20Austria
232.0,John Lennon,Musician,1940,1980,"John Lennon was a founding member of the Beatles and one of the most influential songwriters and cultural figures of the 20th century. Beyond his musical innovations, he became a global icon for peace through anthems like 'Imagine.' His legacy as both an artist and a political agitator continues to inspire generations.",https://en.wikipedia.org/wiki/Special:Search?search=John%20Lennon
233.0,Coco Chanel,Fashion,1883,1971,"Coco Chanel was a French fashion designer who revolutionized women's clothing by liberating them from the 'corseted silhouette.' She popularized a sporty chic that became the feminine standard of style. Her influence extended beyond clothes, defining the modern, independent woman of the 20th century.",https://en.wikipedia.org/wiki/Special:Search?search=Coco%20Chanel
234.0,Titian,Artist,1488,1576,"Titian was the greatest painter of the 16th-century Venetian school and a master of color and texture. His versatile style spanned portraits, landscapes, and mythological subjects, influencing generations from Rubens to Rembrandt. His work for European monarchs defined the visual grandeur of the era.",https://en.wikipedia.org/wiki/Special:Search?search=Titian
235.0,Laozi,Philosopher,-604,-531,Laozi was an ancient Chinese philosopher credited with writing the 'Tao Te Ching' and founding Taoism. He emphasized living in harmony with the 'Tao' (the Way) and the virtue of humility. His ideas on non-action and simplicity have profoundly influenced Eastern philosophy and religion for over two millennia.,https://en.wikipedia.org/wiki/Special:Search?search=Laozi
236.0,Vladimir Putin,Statesman,1952,2026,"Vladimir Putin has served as the dominant leader of Russia since 1999, presiding over a period of domestic stabilization and aggressive foreign policy. His leadership is defined by the centralization of state power and the reassertion of Russian influence on the global stage. His actions have fundamentally reshaped 21st-century geopolitics.",https://en.wikipedia.org/wiki/Special:Search?search=Vladimir%20Putin
237.0,Frederick I Holy Roman Emperor,Emperor,1122,1190,"Frederick I, known as Barbarossa, sought to restore the glory of the Roman Empire through military conquest and administrative reform. He spent decades campaigning in Italy to assert imperial authority over the papacy. His death during the Third Crusade turned him into a legendary German national hero.",https://en.wikipedia.org/wiki/Special:Search?search=Frederick%20I%20Holy%20Roman%20Emperor
238.0,Napoleon III,Emperor,1808,1873,"Napoleon III, the nephew of Napoleon I, was the first President of France and later the Emperor of the Second French Empire. He presided over a period of industrial growth and the grand reconstruction of Paris. Though his foreign policy ended in defeat, his reign modernized French infrastructure.",https://en.wikipedia.org/wiki/Special:Search?search=Napoleon%20III
239.0,Alan Turing,Scientist,1912,1954,"Alan Turing was an English mathematician whose work provided the theoretical foundation for modern computer science. During WWII, his leadership at Bletchley Park was instrumental in breaking the German Enigma code. Despite his heroic contributions, he was persecuted for his personal life, receiving a pardon only decades after his death.",https://en.wikipedia.org/wiki/Special:Search?search=Alan%20Turing
240.0,Mary II of England,Queen,1662,1694,"Mary II reigned as Queen of England alongside her husband, William III, following the Glorious Revolution. Her accession marked the definitive shift to constitutional monarchy, solidifying the power of Parliament. Her steady governance provided crucial stability during a transformative period in British history.",https://en.wikipedia.org/wiki/Special:Search?search=Mary%20II%20of%20England
241.0,Stendhal,Writer,1783,1842,Stendhal was a French writer whose novels 'The Red and the Black' and 'The Charterhouse of Parma' are foundational works of realism. He is renowned for his acute psychological analysis and his exploration of individual passion versus social ambition. His analytical prose style significantly influenced later masters like Tolstoy.,https://en.wikipedia.org/wiki/Special:Search?search=Stendhal
242.0,Averroes,Philosopher,1126,1198,"Averroes was a Muslim polymath and philosopher in Al-Andalus who wrote influential commentaries on Aristotle. He sought to reconcile Islamic theology with Aristotelian reason, advocating for the compatibility of faith and philosophy. His ideas profoundly influenced the development of scholasticism in medieval Europe.",https://en.wikipedia.org/wiki/Special:Search?search=Averroes
243.0,Alfred Hitchcock,Director,1899,1980,"Alfred Hitchcock was an English filmmaker often called the 'Master of Suspense.' He pioneered many techniques in the thriller and horror genres, including films like 'Psycho' and 'Vertigo.' He remains one of the most studied and influential directors in the history of cinema for his mastery of audience psychology.",https://en.wikipedia.org/wiki/Special:Search?search=Alfred%20Hitchcock
244.0,Hirohito,Emperor,1901,1989,"Hirohito, posthumously Emperor Showa, was the 124th Emperor of Japan, presiding over the nation's involvement in WWII and its subsequent recovery. Following the war, he transitioned from a 'living god' into a constitutional monarch, symbolizing Japan's transformation into a modern democratic state.",https://en.wikipedia.org/wiki/Special:Search?search=Hirohito
245.0,Margaret Thatcher,Prime Minister,1925,2013,"Margaret Thatcher, known as the 'Iron Lady,' was the first female Prime Minister of the United Kingdom. Her policies of privatization and deregulation fundamentally transformed the British economy and society. Her leadership during the Falklands War and her anti-communist stance made her a pivotal 20th-century figure.",https://en.wikipedia.org/wiki/Special:Search?search=Margaret%20Thatcher
246.0,Gustav Klimt,Artist,1862,1918,"Gustav Klimt was an Austrian symbolist painter and a prominent member of the Vienna Secession. He is best known for his 'Golden Phase,' utilizing gold leaf to explore themes of love and the human psyche. His decorative yet profound art captured the fin-de-siècle atmosphere of Vienna.",https://en.wikipedia.org/wiki/Special:Search?search=Gustav%20Klimt
247.0,Nebuchadnezzar II,King,-642,-562,Nebuchadnezzar II was the longest-reigning and most powerful king of the Neo-Babylonian Empire. He is famous for the construction of the Hanging Gardens of Babylon and the destruction of the First Temple in Jerusalem. His reign represents the height of Babylonian architectural splendor and military dominance.,https://en.wikipedia.org/wiki/Special:Search?search=Nebuchadnezzar%20II
248.0,Marcel Proust,Writer,1871,1922,"Marcel Proust was a French novelist best known for his monumental work 'In Search of Lost Time.' This masterpiece is celebrated for its profound exploration of memory, time, and the social dynamics of the French aristocracy. His focus on the interior life of the narrator fundamentally altered the modern novel.",https://en.wikipedia.org/wiki/Special:Search?search=Marcel%20Proust
249.0,Saint Nicholas,Saint,270,343,"Saint Nicholas of Myra was an early Christian bishop of Greek descent who became famous for his generous gift-giving. His legendary acts formed the historical basis for the global figure of Santa Claus. Beyond the myth, he was a pivotal participant in the Council of Nicaea, shaping early Christian orthodoxy.",https://en.wikipedia.org/wiki/Special:Search?search=Saint%20Nicholas
250.0,Niccolo Paganini,Musician,1782,1840,Niccolò Paganini was an Italian violinist and composer who became the most celebrated violin virtuoso of his era. His extraordinary technical innovations pushed the instrument to its absolute limits. His charismatic and almost supernatural stage presence initiated the modern concept of the 'virtuoso' as a cultural superstar.,https://en.wikipedia.org/wiki/Special:Search?search=Niccolo%20Paganini
251.0,Archimedes,Mathematician,-287,-212,Archimedes was a Greek polymath regarded as the greatest mathematician of antiquity. He anticipated modern calculus and analysis by applying concepts of infinitesimals and the method of exhaustion. He is also famous for his Archimedes' principle of buoyancy and the invention of the screw pump.,https://en.wikipedia.org/wiki/Special:Search?search=Archimedes
252.0,Sun Yat-sen,Statesman,1866,1925,"Sun Yat-sen was a Chinese philosopher and revolutionary who served as the first provisional president of the Republic of China. He is known as the 'Father of the Nation' for his role in ending two millennia of imperial rule. His political philosophy, the 'Three Principles of the People,' guided modern Chinese nationalism.",https://en.wikipedia.org/wiki/Special:Search?search=Sun%20Yat-sen
253.0,Mustafa Kemal Ataturk,Statesman,1881,1938,"Atatürk was the founder and first President of the Republic of Turkey, transforming the remnants of the Ottoman Empire into a modern secular state. He implemented sweeping reforms in law, education, and language, including the adoption of the Latin alphabet. His leadership fundamentally reshaped the identity of the Turkish people.",https://en.wikipedia.org/wiki/Special:Search?search=Mustafa%20Kemal%20Ataturk
254.0,William Tyndale,Scholar,1494,1536,"William Tyndale was a leading figure in the Protestant Reformation, famous for translating the Bible into English. His translation was the first to use the Greek and Hebrew texts as a primary source and the first to be mass-produced by the printing press. His work laid the foundations for the modern English language and Protestant thought.",https://en.wikipedia.org/wiki/Special:Search?search=William%20Tyndale
255.0,Joseph Smith,Prophet,1805,1844,"Joseph Smith was the founder of Mormonism and the Latter Day Saint movement, publishing the Book of Mormon at age 24. He established a religious community that grew into a global faith with millions of adherents. His life and death as a martyr remain a central narrative in American religious history.",https://en.wikipedia.org/wiki/Special:Search?search=Joseph%20Smith
256.0,John Wesley,Theologian,1703,1791,John Wesley was an English cleric and theologian who co-founded the Methodist movement within the Church of England. His emphasis on personal piety and social gospel work reached the working classes during the Industrial Revolution. His organizational genius created a lasting structure for one of the world's largest Protestant denominations.,https://en.wikipedia.org/wiki/Special:Search?search=John%20Wesley
257.0,Thomas Aquinas,Philosopher,1225,1274,"Saint Thomas Aquinas was an Italian Dominican friar and a primary architect of scholasticism. He sought to harmonize Aristotelian philosophy with Christian principles, most notably in his masterpiece 'Summa Theologica.' His 'Five Ways' for proving the existence of God remains a cornerstone of Western theology.",https://en.wikipedia.org/wiki/Special:Search?search=Thomas%20Aquinas
258.0,James Prescott Joule,Physicist,1818,1889,"James Prescott Joule was an English physicist who discovered the relationship between mechanical work and heat. His work led to the theory of conservation of energy and the development of the First Law of Thermodynamics. He is the namesake of the 'joule,' the standard unit of energy in the international system.",https://en.wikipedia.org/wiki/Special:Search?search=James%20Prescott%20Joule
259.0,Heinrich Hertz,Physicist,1857,1894,"Heinrich Hertz was a German physicist who first conclusively proved the existence of the electromagnetic waves predicted by Maxwell. His experiments provided the foundation for the development of radio, television, and radar technology. He is the namesake of the 'hertz,' the unit of frequency used globally today.",https://en.wikipedia.org/wiki/Special:Search?search=Heinrich%20Hertz
260.0,Rudolf Diesel,Inventor,1858,1913,"Rudolf Diesel was a German inventor and mechanical engineer famous for the invention of the diesel engine. His design aimed for higher efficiency and fuel flexibility compared to the steam and gasoline engines of his time. His invention revolutionized global transport and industry, though his mysterious death remains a historical puzzle.",https://en.wikipedia.org/wiki/Special:Search?search=Rudolf%20Diesel
261.0,Gottlieb Daimler,Engineer,1834,1900,Gottlieb Daimler was a German engineer and industrialist who pioneered the development of high-speed internal combustion engines. He co-founded the company that would eventually become Mercedes-Benz and built the first four-wheeled automobile. His engineering vision was a primary catalyst for the birth of the modern automotive industry.,https://en.wikipedia.org/wiki/Special:Search?search=Gottlieb%20Daimler
262.0,Karl Benz,Inventor,1844,1929,"Karl Benz was a German engine designer and automobile engineer who is credited with inventing the first practical motorcar. His Benz Patent-Motorwagen, patented in 1886, was the first production vehicle powered by an internal combustion engine. His work established the foundational technology for human mobility in the 20th century.",https://en.wikipedia.org/wiki/Special:Search?search=Karl%20Benz
263.0,Robert Boyle,Chemist,1627,1691,"Robert Boyle was an Anglo-Irish natural philosopher regarded as the first modern chemist. He is most famous for Boyle's Law, which describes the inversely proportional relationship between the pressure and volume of a gas. His work 'The Sceptical Chymist' moved the field away from alchemy toward experimental science.",https://en.wikipedia.org/wiki/Special:Search?search=Robert%20Boyle
264.0,Linus Pauling,Scientist,1901,1994,"Linus Pauling was an American chemist and the only person to win two unshared Nobel Prizes, for Chemistry and Peace. He pioneered the field of molecular biology and established the nature of the chemical bond. His activism against nuclear testing made him a global voice for scientific ethics and humanitarianism.",https://en.wikipedia.org/wiki/Special:Search?search=Linus%20Pauling
265.0,Niels Bohr,Physicist,1885,1962,"Niels Bohr was a Danish physicist who made foundational contributions to understanding atomic structure and quantum theory. He developed the Bohr model of the atom, which proposed that electrons travel in discrete orbits around the nucleus. His leadership in the Copenhagen interpretation of quantum mechanics fundamentally shifted our view of reality.",https://en.wikipedia.org/wiki/Special:Search?search=Niels%20Bohr
266.0,Erwin Schrodinger,Physicist,1887,1961,"Erwin Schrödinger was an Austrian physicist who developed wave mechanics, a formulation of quantum theory. He is most famous for the Schrödinger equation and his 'Schrödinger's Cat' thought experiment, which explored the paradoxes of quantum superposition. His work provided the mathematical foundation for modern quantum physics.",https://en.wikipedia.org/wiki/Special:Search?search=Erwin%20Schrodinger
267.0,Richard Feynman,Physicist,1918,1988,"Richard Feynman was an American theoretical physicist known for his work in quantum electrodynamics and the development of Feynman diagrams. A brilliant communicator and Nobel laureate, he played a key role in the Manhattan Project and the investigation of the Challenger disaster. His approach to physics emphasized deep intuition and playful curiosity.",https://en.wikipedia.org/wiki/Special:Search?search=Richard%20Feynman
